userId,movieId,rating
4,2770,4
4,2828,2
4,2848,4
4,2871,3
4,2874,4
4,2935,4
4,2948,3
4,2951,3
4,2969,4
4,2987,5
4,3035,5
4,3088,5
4,3095,5
4,3114,5
4,3122,5
4,3196,5
4,3260,4
4,3271,3
4,5060,5
5,1,4
5,63,3
5,110,0.5
5,170,2
5,175,4
5,231,0.5
5,319,1
5,344,1
5,364,3
5,480,3
5,500,0.5
5,588,3.5
5,592,0.5
5,595,4
5,778,4
5,1012,0.5
5,1206,4.5
5,1517,3.5
5,1580,3.5
5,1907,4.5
5,2092,3.5
5,2300,4
5,2316,3.5
5,2427,0.5
5,2485,3
5,2490,0.5
5,2571,1.5
5,2657,5
5,2683,4
5,2687,3.5
5,2762,3.5
5,2792,2
5,2805,2.5
5,2871,1.5
5,2959,1.5
5,3616,3.5
5,3869,2
5,4016,4
5,4018,2.5
5,4168,2.5
5,4306,4
5,4890,3.5
5,5065,1
5,5380,5
5,5481,3.5
5,6377,3.5
5,7046,2.5
5,7375,4
5,8360,4
5,32017,3.5
5,33499,4
5,43930,3
5,44193,3.5
5,45431,4
5,46972,5
5,52975,3.5
5,54259,4
5,56152,4.5
5,59784,3.5
5,60126,4
5,63859,5
5,67408,4.5
5,68793,5
5,68954,5
5,71264,5
5,72737,4.5
5,78637,3.5
5,81847,5
6,480,3.5
6,851,3
6,1073,5
6,1097,4
6,1199,4
6,1223,5
6,1682,4
6,1732,4.5
6,1884,3.5
6,1965,5
6,2205,4
6,2329,5
6,2335,3
6,2572,5
6,2599,4.5
6,2694,3.5
6,2858,5
6,2918,4
6,2959,5
6,3082,4
6,3262,4
6,3897,4
6,4054,3.5
6,4090,4
6,4239,4
6,4369,2.5
6,4728,3
6,4878,4
6,4886,3
6,4963,5
6,5014,4
6,5989,5
6,6377,3.5
6,6711,4
6,6874,5
6,7147,3
6,7361,5
6,7438,5
6,8784,5
6,30810,5
6,33004,5
6,41573,4
6,42002,4
6,44191,3
6,44195,4.5
6,45722,4
6,46578,5
6,46976,5
6,48394,3
6,49272,4
6,55247,4.5
6,55765,5
6,56367,5
6,60069,5
6,66665,5
6,68954,4
6,69122,3
6,72011,4
6,76251,3
6,78039,3
6,94864,4.5
7,10,4
7,32,5
7,47,5
7,70,4.5
7,145,4
7,165,5
7,196,2
7,231,4
7,260,5
7,288,4.5
7,293,4
7,296,3.5
7,316,4
7,344,1
7,356,5
7,367,1
7,377,3.5
7,485,3.5
7,527,2.5
7,541,4
7,546,2.5
7,589,4.5
7,593,5
7,648,3.5
7,673,2.5
7,733,4.5
7,741,3.5
7,780,4
7,858,3.5
7,1036,5
7,1080,5
7,1089,3
7,1127,3
7,1136,5
7,1196,5
7,1198,5
7,1200,5
7,1206,3
7,1208,5
7,1210,5
7,1214,5
7,1221,3.5
7,1222,5
7,1240,5
7,1258,4
7,1291,4
7,1320,4.5
7,1370,4
7,1391,5
7,1407,5
7,1517,4.5
7,1527,4
7,1580,4
7,1610,4.5
7,1676,5
7,1687,4.5
7,1690,5
7,1722,4
7,1732,3.5
7,1747,4
7,1862,2
7,1954,0.5
7,1991,3.5
7,2028,5
7,2115,4.5
7,2161,3.5
7,2167,5
7,2288,3.5
7,2329,5
7,2353,4
7,2467,4
7,2470,3
7,2571,5
7,2617,2.5
7,2628,2.5
7,2672,2.5
7,2683,5
7,2692,4
7,2699,1.5
7,2700,5
7,2701,3
7,2710,3
7,2712,1.5
7,2788,4.5
7,2807,4
7,2890,4
7,2916,3
7,2959,5
7,3033,4
7,3052,4.5
7,3081,4
7,3176,4
7,3253,3.5
7,3275,5
7,3441,3.5
7,3527,3
7,3623,2.5
7,3793,4
7,3977,3.5
7,3994,3.5
7,4011,5
7,4306,3
7,4343,1.5
7,4370,2.5
7,4387,4
7,4553,3.5
7,4878,4
7,4963,4.5
7,4993,3
7,5349,3
7,5378,2.5
7,5418,4
7,5608,2.5
7,5669,4
7,5903,5
7,5952,3
7,6333,4.5
7,6365,3
7,6502,2.5
7,6539,2.5
7,6794,0.5
7,6807,4.5
7,6874,2.5
7,6934,3
7,7153,3
7,7438,2.5
7,8636,2
7,8874,2
7,27611,4.5
7,32587,5
7,33493,3
7,33794,3.5
7,36529,1.5
7,37380,3.5
7,44191,4
7,44665,5
7,47610,4
7,47997,4.5
7,48394,2
7,48774,2.5
7,52281,3.5
7,57532,1.5
7,58559,5
7,59315,2
7,60126,4.5
7,60161,3.5
7,60684,3.5
7,62956,3
7,63113,4
7,67255,3.5
7,68157,2
7,68791,3.5
7,69122,3.5
7,71535,2
7,74458,3.5
7,79008,4
7,79132,2
7,84152,3.5
7,87232,2
7,88744,2
7,90603,3.5
8,1,5
8,3,4
8,5,3
8,25,5
8,32,3
8,36,5
8,52,5
8,58,3
8,62,4
8,86,4
8,95,3
8,104,3
8,107,3
8,140,4
8,141,3
8,260,4
8,376,3
8,648,5
8,673,3
8,724,3
8,726,5
8,731,1
8,733,3
8,736,3
8,766,5
8,778,4
8,780,4
8,783,5
8,785,2
8,786,3
8,788,5
8,802,4
8,804,4
8,805,4
8,808,4
8,818,3
8,832,3
8,880,1
8,991,5
8,1042,5
8,1047,4
8,1057,3
8,1059,4
8,1061,4
8,1073,5
8,1120,5
8,1183,1
8,1210,5
8,1353,2
8,1357,3
8,1358,5
8,1393,5
8,1407,5
8,1409,3
8,1410,5
8,1414,3
8,1416,4
8,1471,5
8,1476,5
9,3,3
9,6,4
9,10,3
9,14,3
9,16,4
9,19,2
9,21,3
9,23,3
9,25,4
9,32,3
9,47,3
9,50,2
9,52,2
9,58,3
9,95,3
9,110,3
9,122,2
9,150,4
9,153,3
9,161,4
9,163,3
9,165,3
9,172,3
9,173,2
9,185,2
9,194,4
9,195,1
9,198,3
9,204,2
9,223,4
9,227,2
9,230,3
9,231,4
9,235,4
9,246,3
9,248,2
9,253,3
9,260,4
9,267,1
9,281,3
9,288,4
9,293,4
9,296,5
9,300,3
9,305,2
9,315,2
9,316,3
9,318,3
9,319,3
9,329,1
9,333,3
9,337,2
9,344,2
9,345,2
9,348,3
9,349,3
9,350,2
9,353,3
9,355,2
9,356,3
9,357,3
9,361,3
9,367,3
9,368,3
9,370,2
9,371,2
9,372,2
9,376,3
9,377,3
9,380,3
9,410,2
9,412,2
9,415,2
9,417,3
9,419,2
9,427,2
9,431,3
9,432,2
9,434,3
9,440,2
9,442,3
9,454,2
9,455,1
9,457,3
9,466,2
9,471,3
9,474,3
9,475,3
9,477,2
9,480,3
9,481,3
9,485,3
9,489,2
9,494,3
9,497,4
9,500,3
9,508,3
9,509,1
9,514,2
9,515,3
9,519,1
9,527,3
9,532,3
9,535,3
9,537,2
9,539,2
9,540,2
9,543,2
9,555,4
9,585,3
9,586,2
9,587,2
9,589,4
9,590,3
9,592,3
9,593,3
9,597,1
9,610,1
9,648,3
9,733,3
9,784,3
10,39,5
10,180,2.5
10,253,4
10,327,2.5
10,356,4
10,480,2
10,934,1
10,1093,4
10,1298,0.5
10,1727,3.5
10,2081,5
10,2146,2
10,2390,4
10,2528,4.5
10,2572,5
10,2581,2
10,3159,3.5
10,3186,3.5
10,3362,4.5
10,4880,4
10,7445,3.5
10,7451,5
10,81591,4
11,1,4
11,10,3
11,17,3
11,19,3
11,34,3
11,48,2
11,107,2
11,111,4
11,150,4
11,153,3
11,154,3
11,165,3
11,260,5
11,265,4
11,292,4
11,306,3
11,316,4
11,317,2
11,329,5
11,344,3
11,349,4
11,350,3
11,357,2
11,362,3
11,364,3
11,367,3
11,368,3
11,370,3
11,377,3
11,410,3
11,420,2
11,434,3
11,454,3
11,480,4
11,500,3
11,539,3
11,541,4
11,552,3
11,568,3
11,586,3
11,587,5
11,588,4
11,589,3
11,590,3
11,592,3
11,593,5
11,594,4
11,596,3
11,597,4
11,616,3
11,661,3
11,720,5
11,745,5
11,750,3
11,788,2
11,805,3
11,903,3
11,904,4
11,908,4
11,910,3
11,912,3
11,919,5
11,924,5
11,969,3
11,1019,3
11,1023,4
11,1028,4
11,1035,3
11,1036,3
11,1073,3
11,1079,4
11,1080,3
11,1082,3
11,1084,4
11,1086,3
11,1097,3
11,1127,4
11,1136,4
11,1148,5
11,1193,5
11,1196,5
11,1198,4
11,1199,3
11,1200,4
11,1206,3
11,1210,4
11,1214,4
11,1219,3
11,1220,3
11,1240,4
11,1269,4
11,1278,4
11,1282,5
11,1291,4
11,1356,5
11,1374,4
11,5060,5
12,3,3
12,16,1.5
12,235,3
12,266,4
12,350,1
12,553,3
12,594,4.5
12,708,4
12,750,2.5
12,1080,4
12,1101,4
12,1208,1
12,1225,1
12,1258,2.5
12,1917,2
12,2012,4
12,2174,4
12,2710,4
12,2797,4
12,5952,4
13,20,3.5
13,50,4
13,111,4.5
13,277,3
13,1148,3
13,1213,4
13,1223,3.5
13,1359,4.5
13,1722,2.5
13,1920,3
13,2133,3.5
13,2633,3.5
13,2959,4
13,2991,3.5
13,3082,4
13,3113,2.5
13,4005,3
13,4878,4
13,5424,1.5
13,5879,3
13,8620,5
13,8641,3.5
13,34150,2.5
13,39715,3
13,45662,2.5
13,48394,4
13,52458,4
13,56003,3.5
14,1,4
14,3,3
14,5,3
14,7,3
14,17,5
14,62,3
14,104,3
14,141,5
14,608,5
14,648,3
14,719,3
14,724,3
14,736,3
14,761,2
14,780,4
14,784,2
14,786,3
14,852,3
14,1073,5
14,1356,4
14,1367,4
15,50,5
15,101,5
15,235,5
15,293,5
15,296,5
15,533,5
15,541,5
15,565,5
15,841,5
15,952,5
15,1136,4
15,1199,5
15,1206,5
15,1258,5
15,1884,4
15,1929,5
15,2174,5
15,2288,5
15,2363,5
15,2395,5
15,2519,5
15,2550,5
15,2644,5
15,2660,4
15,2762,4.5
15,2781,5
15,2959,4
15,2968,4
15,3307,5
15,3435,5
15,3462,5
15,3535,5
15,3863,4
15,3949,5
15,3994,5
15,4467,5
15,4902,5
15,4979,5
15,6270,5
15,6629,5
15,6807,4
15,6874,3.5
15,6987,5
15,7253,5
15,7373,5
15,7766,5
15,8235,5
15,8874,5
15,25763,5
15,26285,5
15,30810,5
15,32160,5
15,32551,5
15,47465,4
15,48394,5
15,49272,5
15,55269,5
15,60069,5
15,61240,5
15,66934,5
15,68954,5
15,72226,5
15,72854,5
15,76089,5
15,79711,5
15,86864,5
15,88595,5
15,94959,5
15,96079,5
15,99114,5
15,108192,5
15,109374,5
15,128838,4
16,2,3
16,9,4
16,19,3
16,29,5
16,32,5
16,47,5
16,50,4
16,95,5
16,141,4
16,160,5
16,161,5
16,165,4
16,172,4
16,173,5
16,196,5
16,204,4
16,208,5
16,217,4
16,231,2
16,235,3
16,253,5
16,256,3
16,266,4
16,273,5
16,292,4
16,296,3
16,303,4
16,315,4
16,316,5
16,317,3
16,328,4
16,329,4
16,332,4
16,338,3
16,344,1
16,349,5
16,350,4
16,353,4
16,356,3
16,357,3
16,364,2
16,367,4
16,370,5
16,377,4
16,380,4
16,383,3
16,405,5
16,410,3
16,420,4
16,426,5
16,432,4
16,434,5
16,435,4
16,440,3
16,442,5
16,454,3
16,457,4
16,474,4
16,480,4
16,494,5
16,500,4
16,520,3
16,527,5
16,533,3
16,539,3
16,540,5
16,586,4
16,587,4
16,589,4
16,592,3
16,593,5
16,597,5
16,610,5
16,648,5
16,653,4
16,780,5
16,786,4
16,835,5
16,839,5
16,1037,4
16,1367,2
17,1,5
17,19,5
17,110,1.5
17,135,4
17,150,4
17,223,5
17,260,5
17,296,4
17,318,4
17,344,4
17,356,5
17,466,1.5
17,480,4
17,541,4
17,589,4.5
17,780,4.5
17,858,1
17,1090,4.5
17,1136,5
17,1196,5
17,1210,5
17,1221,1
17,1225,3
17,1232,4.5
17,1233,3.5
17,1258,3.5
17,1265,4.5
17,1270,5
17,1527,5
17,1580,4.5
17,1721,4
17,1732,5
17,1772,1.5
17,1831,4
17,1907,4.5
17,1917,3
17,2000,3.5
17,2011,5
17,2012,5
17,2150,5
17,2151,5
17,2324,5
17,2355,4.5
17,2571,4
17,2628,5
17,2716,4
17,2735,4.5
17,2797,4
17,2959,4.5
17,3285,4.5
17,3307,4
17,3448,5
17,3629,4.5
17,3997,3.5
17,4027,5
17,4085,4
17,4223,3
17,4270,3.5
17,4306,5
17,4369,4
17,4445,2.5
17,4558,4.5
17,4963,4
17,4993,5
17,5218,5
17,5378,5
17,5418,4
17,5459,3.5
17,5881,3.5
17,5952,5
17,6305,4
17,6365,4
17,6537,3.5
17,6539,4.5
17,6565,4.5
17,6617,4.5
17,6942,3.5
17,6986,4
17,7153,5
17,7367,5
17,8131,1
17,8605,3.5
17,8874,5
17,8905,4
17,8977,2.5
17,8984,3
17,27611,4.5
17,31698,3
17,31804,4
17,32460,4.5
17,33004,4
17,33136,4
17,33166,4
17,33493,5
17,33615,4.5
17,41566,3
17,44022,4.5
17,44191,5
17,45722,4
17,46976,3.5
17,47099,1
17,47382,3
17,48774,4
17,51084,4.5
17,51255,5
17,51662,0.5
17,52950,4
17,53125,4
17,53322,4
17,53468,4.5
17,53996,4
17,54001,2.5
17,54286,2.5
17,55247,3.5
17,55363,2.5
17,55995,4.5
17,56171,4
17,57640,4
17,58107,0.5
17,58306,2
17,58559,4
17,59615,3.5
17,60069,5
17,60904,4
17,60937,3.5
17,62999,4.5
17,64716,3.5
17,64969,4
17,65982,4.5
17,70286,5
17,71535,4
17,72998,4
17,73017,4.5
17,73089,5
17,74727,5
17,76251,3
17,77561,3.5
17,84772,5
17,85414,3.5
17,86295,4.5
18,19,3
18,34,1.5
18,47,4.5
18,50,4.5
18,163,3
18,172,2
18,231,4
18,296,4.5
18,316,2
18,318,4.5
18,356,4
18,364,3
18,370,3.5
18,380,2
18,480,2.5
18,527,1.5
18,589,4
18,592,4
18,733,4
18,780,3
18,786,1
18,832,3.5
18,1089,4
18,1101,1
18,1148,4.5
18,1200,4
18,1206,2
18,1208,1
18,1214,3.5
18,1222,3
18,1320,3
18,1407,3
18,1485,2
18,1517,4
18,1573,4
18,1584,4
18,1608,1.5
18,1617,4
18,1625,4.5
18,1653,4.5
18,1676,3.5
18,1754,4
18,1909,3.5
18,1917,3.5
18,1954,2
18,2174,4
18,2291,4.5
18,2571,4.5
18,2617,1.5
18,2699,1
18,2700,4
18,2762,4
18,2791,4
18,2959,5
18,3052,4.5
18,3081,4
18,3114,4.5
18,4011,4.5
18,4022,2
18,4226,4.5
18,4306,4.5
18,4343,2.5
18,4367,2
18,4369,2
18,4776,4.5
18,4816,1
18,4886,2.5
18,4963,4.5
18,4973,4.5
18,4975,5
18,4993,3.5
18,4995,4.5
18,5108,3
18,5266,3.5
18,5502,3.5
18,5630,3
18,5679,5
18,5952,3.5
18,5956,2.5
18,6365,4
18,6502,4.5
18,6539,2
18,6874,4
18,6934,2.5
18,6942,5
18,7090,2
18,7147,5
18,7360,4
18,7439,1.5
18,8019,4.5
18,8360,4
18,8589,4.5
18,8781,4
18,8783,2.5
18,8798,4.5
18,8961,4.5
18,8984,2.5
19,527,5
19,1584,5
19,2324,5
19,3408,3
19,3555,4
19,3578,0.5
19,3793,0.5
19,3916,4
19,3948,0.5
19,4022,4
19,4254,4
19,4306,0.5
19,4643,1.5
19,4776,3.5
19,4903,3.5
19,4963,0.5
19,4993,0.5
19,4995,5
19,5009,4
19,5152,4
19,5299,4.5
19,5349,0.5
19,5418,4
19,5420,4
19,5810,4
19,5816,0.5
19,5952,0.5
19,5956,4
19,6333,0.5
19,6482,4
19,6539,0.5
19,6565,4
19,6863,3.5
19,6947,4
19,7143,4
19,7153,0.5
19,7156,4
19,7162,4.5
19,7263,4
19,7318,0.5
19,7458,4
19,7502,5
19,8360,0.5
19,8368,0.5
19,8533,4.5
19,8622,4.5
19,8636,0.5
19,8665,3
19,8949,3.5
19,8958,4.5
19,8972,3
19,8984,3.5
19,30707,4.5
19,30812,4.5
19,30816,4.5
19,31410,4
19,33166,5
19,34048,3.5
19,40629,4
19,41569,3
19,41997,4
19,45210,3
19,45447,4.5
19,45720,3.5
19,47629,4
19,48516,4
19,49530,5
19,50068,4.5
19,51662,0.5
19,55247,4
19,55276,4
19,55765,4
19,56367,3.5
19,56587,4
19,58559,0.5
19,63082,4
19,63876,4
19,64614,4
19,64620,4
19,64839,4
19,68157,3.5
19,69122,0.5
19,72641,3
19,72998,0.5
19,80463,4
19,81845,5
19,88744,4
19,88810,5
19,89492,4
19,91077,4
19,97304,4
19,97938,4
19,99114,4
19,106100,4.5
19,106782,4.5
19,106916,3.5
19,109374,3.5
19,112552,4
19,116797,5
19,136018,4
20,934,3
20,1012,0.5
20,1013,3
20,1537,4
20,1873,2
20,2014,3
20,2145,5
20,2413,4
20,2662,1
20,2803,4
20,2953,2.5
20,3100,1.5
20,4014,4
20,5064,4
20,5995,4
20,6539,4
20,7263,1.5
20,8376,0.5
20,8533,2.5
20,8961,3.5
20,8970,3
20,26198,3.5
20,26528,3.5
20,33660,2
20,45730,3.5
20,46919,3
20,46976,3.5
20,47099,3
20,47610,4
20,48780,4
20,49272,4
20,50160,2
20,50872,3
20,51471,3
20,52712,5
20,56367,3
20,58559,4
20,59315,4
20,59369,4
20,63082,3.5
20,66665,4.5
20,68269,4
20,68954,4
20,69481,3.5
20,69757,5
20,70293,5
20,71579,4.5
20,72011,5
20,72641,4
20,72998,4
20,79132,5
21,19,3.5
21,260,4.5
21,296,4
21,527,4.5
21,1136,4.5
21,1196,4.5
21,1198,3.5
21,1201,4
21,1210,4.5
21,1281,4
21,1282,4.5
21,1291,3.5
21,1653,4
21,2019,4
21,2571,4.5
21,2628,4.5
21,3000,5
21,3159,4.5
21,4878,4
21,4896,4
21,4973,3.5
21,4993,5
21,5618,5
21,5690,4
21,5952,5
21,5971,4.5
21,5995,4.5
21,6350,4.5
21,6365,4
21,6539,4
21,6807,4
21,6954,4
21,7090,3
21,7099,5
21,7153,4.5
21,26326,4
21,26662,4.5
21,26776,4.5
21,31658,4.5
21,45081,1
21,45722,3.5
21,46062,0.5
21,48774,3.5
21,51662,3.5
21,53125,4
21,54001,4
21,54190,3.5
21,54503,3.5
21,55241,2.5
21,56176,1
21,56367,3
21,57504,4
21,58559,3
21,59315,3
21,59615,4
21,61123,0.5
21,61160,1
21,62956,3.5
21,63082,4
21,63992,2.5
21,64957,3.5
21,66097,3.5
21,68358,4.5
21,69844,4
21,72407,2
21,72998,4
21,73042,1
21,74458,4
21,79132,4
21,79702,4
21,81834,4
21,82461,4.5
21,85179,4
21,85414,3.5
21,86504,4.5
21,87232,3.5
21,88125,4
21,89745,3.5
21,91500,4
21,98809,4
21,101962,4
21,104283,4.5
21,104312,3.5
21,106002,3.5
21,106489,4
21,106920,4
21,108190,4
21,109487,4
21,111360,2.5
21,111759,4
21,112556,2
21,112852,3
21,113378,3
21,114180,4
21,115713,4
21,116797,4.5
21,116823,4.5
21,118696,4
21,119141,3.5
21,130490,2.5
22,3,2.5
22,5,2.5
22,25,3.5
22,32,2.5
22,36,4.5
22,47,4.5
22,48,2.5
22,50,3.5
22,153,2.5
22,161,2.5
22,163,1.5
22,186,3
22,231,3.5
22,296,4
22,325,3
22,337,2.5
22,342,2.5
22,355,1
22,356,5
22,357,3.5
22,362,2.5
22,364,4.5
22,370,1.5
22,377,4.5
22,453,2
22,480,3
22,500,3.5
22,508,3.5
22,520,2.5
22,527,3
22,541,2.5
22,548,2.5
22,552,0.5
22,569,2
22,587,4.5
22,588,4
22,592,2.5
22,597,2.5
22,667,2.5
22,736,2.5
22,761,2
22,833,3
22,919,2
22,1049,3.5
22,1084,3.5
22,1090,1.5
22,1120,4
22,1196,2.5
22,1214,1.5
22,1215,5
22,1261,2.5
22,1262,2
22,1263,4.5
22,1274,4.5
22,1380,1
22,1485,2.5
22,1500,2.5
22,1544,3
22,1580,3
22,1591,1.5
22,1597,3.5
22,1617,3.5
22,1676,3
22,1681,1
22,1682,3.5
22,1704,5
22,1707,2.5
22,1729,4.5
22,1732,2.5
22,1884,5
22,1909,2.5
22,1923,3.5
22,1954,1.5
22,2005,3.5
22,2012,2.5
22,2018,2.5
22,2028,2.5
22,2054,0.5
22,2078,3
22,2082,3.5
22,2140,3
22,2150,3.5
22,2154,3
22,2167,2.5
22,2194,4
22,2291,3
22,2355,3.5
22,2363,2
22,2384,2.5
22,2396,4
22,2407,3
22,2470,1
22,2539,4
22,2541,2.5
22,2640,1.5
22,2671,3.5
22,2700,2
22,2706,3.5
22,2707,2.5
22,2712,3
22,2716,3
22,2735,2
22,2762,4
22,2805,3.5
22,2822,3
22,2908,3.5
22,2916,2.5
22,2950,1.5
22,2953,3.5
22,2985,2
22,3108,3.5
22,3156,4.5
22,3173,2.5
22,3253,3.5
22,3258,3
22,3301,3.5
22,3396,2.5
22,3421,3
22,3481,4.5
22,3618,3
22,3623,2.5
22,3624,1.5
22,3702,2.5
22,3703,3
22,3793,1.5
22,3798,5
22,3821,2.5
22,3827,3.5
22,3861,3.5
22,3897,3
22,3901,2.5
22,3916,4.5
22,3948,4.5
22,3967,4.5
22,3977,2.5
22,3978,4
22,3980,3
22,3986,2.5
22,3996,2.5
22,4011,5
22,4025,3.5
22,4034,3
22,4085,2
22,4124,2.5
22,4161,3.5
22,4226,3
22,4246,4
22,4306,4
22,4321,2.5
22,4370,3.5
22,4489,3.5
22,4558,2.5
22,4638,2.5
22,4718,4
22,4734,1.5
22,4776,3
22,4814,4.5
22,4874,5
22,4878,3.5
22,4886,4.5
22,4951,3
22,4979,5
22,4995,5
22,5060,1.5
22,5093,4
22,5134,4.5
22,5218,5
22,5309,2
22,5349,3.5
22,5443,3
22,5464,5
22,5481,2.5
22,5502,3.5
22,5792,3.5
22,5874,2.5
22,5900,4
22,5952,4
22,5956,3.5
22,5989,5
22,6193,4
22,6250,2.5
22,6266,3.5
22,6287,3
22,6357,3
22,6377,4.5
22,6378,4.5
22,6567,2
22,6711,4
22,6870,3.5
22,6874,4
22,6893,4
22,7143,1
22,7153,4
22,7173,3
22,7367,4
22,7437,3.5
22,7438,4.5
22,8010,4
22,8531,0.5
22,27728,4.5
22,27846,2.5
23,50,4
23,260,3
23,593,3.5
23,714,3.5
23,858,4
23,1079,3.5
23,1175,4
23,1196,3
23,1200,4
23,1213,3
23,1240,4
23,1682,3.5
23,1732,3.5
23,2571,4
23,2618,4
23,2959,4
23,2997,3.5
23,3266,3.5
23,3911,0.5
23,4226,4
23,4967,3.5
23,4973,4
23,4993,2
23,4995,3.5
23,5418,4
23,5669,4
23,5995,5
23,6016,4
23,7143,3.5
23,8873,3.5
23,8983,4
23,30707,4
23,30749,3.5
23,44195,3.5
23,47999,3.5
23,49272,3.5
23,54286,3.5
23,59369,3
23,60684,3.5
23,63082,4
23,68954,3
23,69481,3.5
23,70286,4
23,74324,3.5
23,77455,3.5
23,79132,3.5
23,81845,3.5
23,82459,3
23,85414,3
23,85774,3.5
23,86290,4
23,88129,2.5
23,89904,3
23,91500,2.5
23,91658,3.5
23,92259,4
23,97304,3.5
23,100714,3.5
23,103235,4
23,103984,3.5
23,106920,4
23,109374,4
23,111759,3
23,112852,2.5
24,16,4
24,21,4
24,22,5
24,42,3
24,47,5
24,81,2
24,110,5
24,111,5
24,260,4
24,288,3
24,292,5
24,296,4
24,350,4
24,368,3
24,380,4
24,454,4
24,457,4
24,474,5
24,480,4
24,517,4
24,527,4
24,543,2
24,590,4
24,592,3
24,593,4
24,599,4
24,674,3
24,707,3
24,750,3
24,755,4
24,762,3
